player_name,player_role,matches,innings,overs,maidens,runs_conceded,wickets,average,economy,strike_rate
Deepak Chahar,bowler,81,81,,,,77,28.84,7.98,21.6
Sam Curran,bowler,59,58,,,,58,32.75,9.65,20.3
Lungi Ngidi,bowler,14,14,,,,25,17.92,8.29,12.9
Piyush Chawla,bowler,192,191,,,,192,26.60,7.96,20.0
Ravindra Jadeja,bowler,240,211,,,,160,30.40,7.62,23.9
